#SUBMITTED ID	H_SAPIENS_ORTHOLOGS
FBgn0001281	Hsap\PHPT1
FBgn0038365	Hsap\ANGPTL1 <newline> Hsap\TNN <newline> Hsap\FGL2 <newline> Hsap\ANGPTL6 <newline> Hsap\TNC <newline> Hsap\FCN3 <newline> Hsap\FCN2 <newline> Hsap\ANGPTL4 <newline> Hsap\FGB <newline> Hsap\FGA <newline> Hsap\ANGPT2 <newline> Hsap\ANGPTL5 <newline> Hsap\FGG <newline> Hsap\TNR <newline> Hsap\ANGPTL3 <newline> Hsap\FCN1 <newline> Hsap\FIBCD1 <newline> Hsap\ANGPTL2 <newline> Hsap\ANGPTL7 <newline> Hsap\ANGPT4 <newline> Hsap\MFAP4 <newline> Hsap\FGL1 <newline> Hsap\TNXB <newline> Hsap\ANGPT1
FBgn0038739	Hsap\TMEM256
FBgn0038960	Hsap\IQUB
FBgn0038977	-
FBgn0039070	Hsap\CCDC63 <newline> Hsap\CCDC114
FBgn0039204	Hsap\PPP1R21
FBgn0039251	Hsap\TENT4A <newline> Hsap\TUT4 <newline> Hsap\MTPAP <newline> Hsap\TUT1 <newline> Hsap\TUT7 <newline> Hsap\TENT4B <newline> Hsap\TENT2
FBgn0039270	Hsap\PQBP1 <newline> Hsap\MARVELD3
FBgn0039331	Hsap\NDUFS2
FBgn0039338	Hsap\ATRX <newline> Hsap\SCGB1A1 <newline> Hsap\RAD54L2 <newline> Hsap\DNMT3B
FBgn0039564	Hsap\ECE1 <newline> Hsap\EEF1AKMT4 <newline> Hsap\EEF1AKMT4-ECE2 <newline> Hsap\ECEL1 <newline> Hsap\MME <newline> Hsap\MMEL1 <newline> Hsap\KEL <newline> Hsap\PHEX <newline> Hsap\ECE2
FBgn0039802	Hsap\PARK7 <newline> Hsap\GATD1
FBgn0039809	Hsap\NME5 <newline> Hsap\NME8 <newline> Hsap\NME3 <newline> Hsap\NME4 <newline> Hsap\NME1 <newline> Hsap\NME7 <newline> Hsap\NME2 <newline> Hsap\NME6 <newline> Hsap\NME9
FBgn0040238	Hsap\BEST1 <newline> Hsap\BEST3 <newline> Hsap\BEST2 <newline> Hsap\BEST4
FBgn0040996	-
FBgn0041195	Hsap\PKD1L2 <newline> Hsap\PKD1L1 <newline> Hsap\MIR6511B1 <newline> Hsap\PKD1L3 <newline> Hsap\PKD2L2 <newline> Hsap\PKDREJ <newline> Hsap\PKD2 <newline> Hsap\PKD1 <newline> Hsap\LOXHD1 <newline> Hsap\PKD2L1
FBgn0043783	Hsap\GALM <newline> Hsap\LFNG <newline> Hsap\MFNG <newline> Hsap\RFNG
FBgn0050103	Hsap\NT5E
FBgn0050429	Hsap\MORN3 <newline> Hsap\ALS2 <newline> Hsap\JPH3 <newline> Hsap\RSPH1 <newline> Hsap\MORN4 <newline> Hsap\ALS2CL <newline> Hsap\JPH1 <newline> Hsap\JPH2 <newline> Hsap\MORN5 <newline> Hsap\MORN1 <newline> Hsap\JPH4 <newline> Hsap\RSPH10B2 <newline> Hsap\RSPH10B
FBgn0051120	
FBgn0051533	Hsap\KRT14 <newline> Hsap\KRT20 <newline> Hsap\KRT37 <newline> Hsap\KRT32 <newline> Hsap\KRT13 <newline> Hsap\KRT38 <newline> Hsap\KRT9 <newline> Hsap\KRT12 <newline> Hsap\KRT15 <newline> Hsap\KRT24 <newline> Hsap\KRT10 <newline> Hsap\KRT16 <newline> Hsap\KRT27 <newline> Hsap\KRT28 <newline> Hsap\KRT17 <newline> Hsap\KRT25 <newline> Hsap\KRT2 <newline> Hsap\KRT36 <newline> Hsap\KRT19 <newline> Hsap\KRT35 <newline> Hsap\KRT34
FBgn0051546	Hsap\RDH8 <newline> Hsap\CBR3 <newline> Hsap\DHRS7B <newline> Hsap\HSD11B1 <newline> Hsap\DHRS4 <newline> Hsap\DHRS4L2 <newline> Hsap\DHRS2 <newline> Hsap\CBR1 <newline> Hsap\HSD11B1L <newline> Hsap\DHRS1 <newline> Hsap\DHRS7C <newline> Hsap\DECR2 <newline> Hsap\DECR1 <newline> Hsap\HSD17B14 <newline> Hsap\PECR <newline> Hsap\BDH2 <newline> Hsap\HSDL2 <newline> Hsap\HSDL1 <newline> Hsap\HSD17B8 <newline> Hsap\CBR4 <newline> Hsap\DHRS4L1
FBgn0051816	-
FBgn0051973	Hsap\CTBS
FBgn0052182	-
FBgn0052488	Hsap\PGP <newline> Hsap\PDXP <newline> Hsap\HDHD2 <newline> Hsap\HDHD5 <newline> Hsap\LHPP <newline> Hsap\NIPSNAP1 <newline> Hsap\NIPSNAP2
FBgn0052627	
FBgn0052654	Hsap\SEC16B <newline> Hsap\SEC16A <newline> Hsap\CRYZL2P-SEC16B
FBgn0052832	Hsap\MPC2
FBgn0053489	Hsap\EFHB <newline> Hsap\EFHC1
FBgn0053937	
FBgn0085386	Hsap\GUCY2F <newline> Hsap\GUCY2D <newline> Hsap\ADCY3 <newline> Hsap\GUCY2C <newline> Hsap\PHLPP1 <newline> Hsap\GUCY1B1 <newline> Hsap\NPR3 <newline> Hsap\GUCY1A2 <newline> Hsap\ADCY8 <newline> Hsap\ADCY9 <newline> Hsap\GUCY1A1 <newline> Hsap\ADCY1 <newline> Hsap\LRRK2 <newline> Hsap\ADCY6 <newline> Hsap\ADCY4 <newline> Hsap\NPR2 <newline> Hsap\ADCY2 <newline> Hsap\ADCY10 <newline> Hsap\NPR1 <newline> Hsap\ADCY7 <newline> Hsap\ADCY5 <newline> Hsap\PHLPP2 <newline> Hsap\LHCGR
FBgn0085443	Hsap\VPS9D1 <newline> Hsap\RIN2 <newline> Hsap\RIN3 <newline> Hsap\RINL <newline> Hsap\RIN1
FBgn0086355	Hsap\TPI1
FBgn0260397	Hsap\KDM1A <newline> Hsap\IL4I1 <newline> Hsap\KDM1B <newline> Hsap\MAOA <newline> Hsap\MAOB <newline> Hsap\SMOX <newline> Hsap\PAOX
FBgn0260454	Hsap\VDAC3 <newline> Hsap\VDAC2 <newline> Hsap\VDAC1
FBgn0260461	-
FBgn0261064	Hsap\RBSN
FBgn0261358	-
FBgn0261673	Hsap\CYB561A3 <newline> Hsap\CYB561 <newline> Hsap\CYBRD1 <newline> Hsap\GLS2
FBgn0001989	Hsap\NDUFB6
FBgn0019957	Hsap\NDUFA10 <newline> Hsap\DGUOK <newline> Hsap\DCK <newline> Hsap\TK2
FBgn0021776	Hsap\SLMAP
FBgn0025628	Hsap\TXNRD1 <newline> Hsap\AIFM3 <newline> Hsap\TXNRD3 <newline> Hsap\PYROXD1 <newline> Hsap\SQOR <newline> Hsap\AIFM1 <newline> Hsap\AIFM2
FBgn0029888	Hsap\NDUFB8
FBgn0031785	Hsap\CFAP100 <newline> Hsap\CCDC38
FBgn0032453	Hsap\PEBP4 <newline> Hsap\PEBP1 <newline> Hsap\MRPL38
FBgn0033885	Hsap\PARK7
FBgn0034745	Hsap\CFAP57 <newline> Hsap\MTUS1 <newline> Hsap\EML6 <newline> Hsap\EML2 <newline> Hsap\CFAP52 <newline> Hsap\EML5 <newline> Hsap\EML1
FBgn0050324	-
FBgn0261243	Hsap\NPEPPS <newline> Hsap\LTA4H <newline> Hsap\LNPEP <newline> Hsap\TRHDE <newline> Hsap\ENPEP <newline> Hsap\RNPEPL1 <newline> Hsap\RNPEP <newline> Hsap\ERAP1 <newline> Hsap\ANPEP <newline> Hsap\LVRN <newline> Hsap\AOPEP <newline> Hsap\ERAP2 <newline> Hsap\LOC440434 <newline> Hsap\ANTXR2 <newline> Hsap\LOC101929950
FBgn0003071	Hsap\PFKL <newline> Hsap\PFKP <newline> Hsap\PFKM
FBgn0016120	Hsap\ATP5PD
FBgn0032648	Hsap\MAATS1
FBgn0083943	Hsap\C15orf65 <newline> Hsap\C9orf116
FBgn0013810	Hsap\DNAH7 <newline> Hsap\DNHD1 <newline> Hsap\DNAH3 <newline> Hsap\DNAH9 <newline> Hsap\DNAH5 <newline> Hsap\DNAH12 <newline> Hsap\DNAH8 <newline> Hsap\DYNC1H1 <newline> Hsap\DNAH6 <newline> Hsap\DNAH17 <newline> Hsap\DYNC2H1 <newline> Hsap\DNAH10 <newline> Hsap\DNAH1 <newline> Hsap\DNAH2 <newline> Hsap\DNAH11 <newline> Hsap\DNAH14
FBgn0033574	Hsap\SERPINB12 <newline> Hsap\SERPINB3 <newline> Hsap\SERPINI1 <newline> Hsap\SERPINB13 <newline> Hsap\SERPINB9 <newline> Hsap\SERPINB1 <newline> Hsap\HMSD <newline> Hsap\SERPINB6 <newline> Hsap\SERPINA5 <newline> Hsap\SERPINC1 <newline> Hsap\SERPINE2 <newline> Hsap\SERPINI2 <newline> Hsap\SERPINE1 <newline> Hsap\SERPINH1 <newline> Hsap\SERPINE3 <newline> Hsap\SERPINA4 <newline> Hsap\SERPINA6 <newline> Hsap\SERPINA9 <newline> Hsap\SERPINB2 <newline> Hsap\SERPINB11 <newline> Hsap\SERPINB7 <newline> Hsap\SERPINB5 <newline> Hsap\SERPINB4 <newline> Hsap\SERPINB8 <newline> Hsap\SERPINB10 <newline> Hsap\SERPIND1 <newline> Hsap\SERPINF1 <newline> Hsap\SERPINF2 <newline> Hsap\SERPING1 <newline> Hsap\SERPINA10 <newline> Hsap\AGT <newline> Hsap\SERPINA7 <newline> Hsap\SERPINA12 <newline> Hsap\SERPINA11 <newline> Hsap\SERPINA13P <newline> Hsap\SERPINA3 <newline> Hsap\SERPINA2 <newline> Hsap\SERPINA1
FBgn0035567	Hsap\SLC25A11 <newline> Hsap\UCP1 <newline> Hsap\UCP2 <newline> Hsap\UCP3 <newline> Hsap\SLC25A27 <newline> Hsap\SLC25A30 <newline> Hsap\SLC25A10 <newline> Hsap\SLC25A14
FBgn0035581	Hsap\DNAH3 <newline> Hsap\DNHD1 <newline> Hsap\DNAH9 <newline> Hsap\DNAH5 <newline> Hsap\DNAH7 <newline> Hsap\DNAH12 <newline> Hsap\DNAH8 <newline> Hsap\DYNC1H1 <newline> Hsap\DNAH6 <newline> Hsap\DNAH17 <newline> Hsap\DYNC2H1 <newline> Hsap\DNAH10 <newline> Hsap\DNAH1 <newline> Hsap\DNAH2 <newline> Hsap\DNAH11 <newline> Hsap\DNAH14
FBgn0036702	Hsap\SPG7 <newline> Hsap\AFG3L2 <newline> Hsap\YME1L1 <newline> Hsap\BCS1L
FBgn0038000	Hsap\ROPN1 <newline> Hsap\ROPN1B <newline> Hsap\ROPN1L <newline> Hsap\SPA17
FBgn0039855	Hsap\ACOT9 <newline> Hsap\ACOT12 <newline> Hsap\ACOT11 <newline> Hsap\ACOT7
FBgn0050007	
FBgn0051161	Hsap\GFM2
FBgn0000064	Hsap\ALDOA <newline> Hsap\LOC112694756 <newline> Hsap\ALDOB <newline> Hsap\ALDOC <newline> Hsap\FFAR2
FBgn0000261	Hsap\CAT
FBgn0000579	Hsap\ENO3 <newline> Hsap\ENO4 <newline> Hsap\ENO1 <newline> Hsap\ENO2
FBgn0001124	Hsap\GOT1 <newline> Hsap\GOT1L1 <newline> Hsap\GOT2
FBgn0003074	Hsap\GPI
FBgn0003423	Hsap\PRODH <newline> Hsap\LOC102724788 <newline> Hsap\PRODH2
FBgn0003889	Hsap\TUBB2B <newline> Hsap\TUBB2A <newline> Hsap\TUBB1 <newline> Hsap\TUBA4A <newline> Hsap\TUBG2 <newline> Hsap\TUBG1 <newline> Hsap\TUBB4A <newline> Hsap\TUBA1A <newline> Hsap\TUBA1C <newline> Hsap\TUBA3E <newline> Hsap\TUBB6 <newline> Hsap\TUBB3 <newline> Hsap\TUBD1 <newline> Hsap\TUBA3D <newline> Hsap\TUBA8 <newline> Hsap\TUBA1B <newline> Hsap\TUBB <newline> Hsap\TUBB4B <newline> Hsap\TUBE1 <newline> Hsap\TUBAL3 <newline> Hsap\TUBA3C <newline> Hsap\TUBB8 <newline> Hsap\TUBB8B <newline> Hsap\TUBB7P
FBgn0003890	Hsap\TUBB1 <newline> Hsap\TUBA4A <newline> Hsap\TUBG2 <newline> Hsap\TUBG1 <newline> Hsap\TUBB2B <newline> Hsap\TUBB4A <newline> Hsap\TUBA1A <newline> Hsap\TUBA1C <newline> Hsap\TUBA3E <newline> Hsap\TUBB6 <newline> Hsap\TUBB3 <newline> Hsap\TUBD1 <newline> Hsap\TUBA3D <newline> Hsap\TUBA8 <newline> Hsap\TUBA1B <newline> Hsap\TUBB <newline> Hsap\TUBB4B <newline> Hsap\TUBE1 <newline> Hsap\TUBB2A <newline> Hsap\TUBAL3 <newline> Hsap\TUBA3C <newline> Hsap\TUBB8 <newline> Hsap\TUBB8B <newline> Hsap\TUBB7P
FBgn0011211	Hsap\ATP5F1A
FBgn0011270	Hsap\PGAM4 <newline> Hsap\PGAM1 <newline> Hsap\PGAM2 <newline> Hsap\TIGAR <newline> Hsap\BPGM <newline> Hsap\LOC643576
FBgn0012036	Hsap\ALDH2 <newline> Hsap\ALDH1A2 <newline> Hsap\ALDH3B2 <newline> Hsap\ALDH1L2 <newline> Hsap\ALDH8A1 <newline> Hsap\ALDH1L1 <newline> Hsap\ALDH16A1 <newline> Hsap\ALDH1A1 <newline> Hsap\ALDH5A1 <newline> Hsap\ALDH1A3 <newline> Hsap\ALDH3A2 <newline> Hsap\ALDH9A1 <newline> Hsap\ALDH4A1 <newline> Hsap\ALDH1B1 <newline> Hsap\ALDH7A1 <newline> Hsap\ALDH3A1 <newline> Hsap\ALDH3B1 <newline> Hsap\HGF
FBgn0017566	Hsap\NDUFS1
FBgn0019624	Hsap\COX5A
FBgn0020235	Hsap\ATP5F1C
FBgn0025111	Hsap\SLC25A31 <newline> Hsap\SLC25A4 <newline> Hsap\SLC25A5 <newline> Hsap\SLC25A6 <newline> Hsap\IFNG
FBgn0026141	Hsap\DYNLL2 <newline> Hsap\DYNLL1 <newline> Hsap\DNAL4
FBgn0026189	Hsap\PROM1 <newline> Hsap\PROM2
FBgn0026409	Hsap\SLC25A3
FBgn0027580	Hsap\PC <newline> Hsap\MCCC1 <newline> Hsap\PCCA
FBgn0028848	Hsap\GPD2
FBgn0028870	-
FBgn0028902	Hsap\TEKT4 <newline> Hsap\TEKT2 <newline> Hsap\TEKT5 <newline> Hsap\TEKT1 <newline> Hsap\TEKT3 <newline> Hsap\MAFIP <newline> Hsap\TEKT4P2
FBgn0029084	-
FBgn0029722	Hsap\PDHA1 <newline> Hsap\PDHA2 <newline> Hsap\PRPSAP2 <newline> Hsap\PRPS1 <newline> Hsap\PRPS2 <newline> Hsap\PRPSAP1 <newline> Hsap\PRPS1L1
FBgn0029747	Hsap\CFAP45 <newline> Hsap\GOLGA6L7
FBgn0029890	Hsap\FH
FBgn0030691	Hsap\EFHC2 <newline> Hsap\EFHC1
FBgn0030975	Hsap\SDHB
FBgn0031392	Hsap\AIFM1 <newline> Hsap\PYROXD1 <newline> Hsap\SQOR <newline> Hsap\AIFM3 <newline> Hsap\AIFM2 <newline> Hsap\TXNDC12
FBgn0031476	-
FBgn0031545	Hsap\ODF2 <newline> Hsap\ODF2L
FBgn0031831	Hsap\COX5B
FBgn0031859	Hsap\KRTAP5-3
FBgn0031912	
FBgn0031944	
FBgn0032003	Hsap\CDA
FBgn0032061	Hsap\CAT
FBgn0032464	Hsap\ATP6V1A <newline> Hsap\FH
FBgn0032471	Hsap\CRAT <newline> Hsap\CHAT <newline> Hsap\CPT2 <newline> Hsap\CROT <newline> Hsap\LTF <newline> Hsap\CPT1A <newline> Hsap\CPT1C <newline> Hsap\CPT1B
FBgn0032478	Hsap\RSPH1 <newline> Hsap\ALS2 <newline> Hsap\JPH3 <newline> Hsap\MORN4 <newline> Hsap\ALS2CL <newline> Hsap\JPH1 <newline> Hsap\MORN3 <newline> Hsap\JPH2 <newline> Hsap\MORN5 <newline> Hsap\MORN1 <newline> Hsap\JPH4 <newline> Hsap\RSPH10B2 <newline> Hsap\RSPH10B
FBgn0033286	-
FBgn0033287	-
FBgn0033377	Hsap\PGM2L1 <newline> Hsap\PGM2 <newline> Hsap\PGM3
FBgn0033860	Hsap\LAP3 <newline> Hsap\NPEPL1
FBgn0033862	Hsap\CYLC1
FBgn0033868	Hsap\LAP3 <newline> Hsap\NPEPL1
FBgn0033883	Hsap\MECR <newline> Hsap\TP53I3 <newline> Hsap\STPG2 <newline> Hsap\VAT1L <newline> Hsap\VAT1 <newline> Hsap\RTN4IP1 <newline> Hsap\CRYZL1 <newline> Hsap\CRYZ
FBgn0033953	-
FBgn0033954	-
FBgn0034105	Hsap\IDH3G <newline> Hsap\IDH3A <newline> Hsap\IDH3B
FBgn0034121	Hsap\TREH
FBgn0034132	Hsap\LAP3 <newline> Hsap\NPEPL1
FBgn0034133	
FBgn0034173	Hsap\GAPDH <newline> Hsap\GAPDHS <newline> Hsap\PNMA8B <newline> Hsap\CA1
FBgn0034467	Hsap\TTC25
FBgn0034601	-
FBgn0034800	Hsap\UPP1 <newline> Hsap\UPP2
FBgn0034816	Hsap\TEKT2 <newline> Hsap\TEKT5 <newline> Hsap\TEKT4 <newline> Hsap\TEKT1 <newline> Hsap\TEKT3
FBgn0034957	Hsap\RSPH6A <newline> Hsap\RSPH4A
FBgn0035005	Hsap\IDH3G <newline> Hsap\IDH3A <newline> Hsap\IDH3B
FBgn0035198	-
FBgn0035348	Hsap\PNP <newline> Hsap\MTAP
FBgn0035915	Hsap\LAP3 <newline> Hsap\NPEPL1
FBgn0035957	Hsap\CKMT2 <newline> Hsap\CKB <newline> Hsap\CKMT1A <newline> Hsap\CKMT1B <newline> Hsap\CKM <newline> Hsap\CCN6
FBgn0036222	Hsap\SDHA
FBgn0036328	Hsap\MDH2 <newline> Hsap\LDHAL6A <newline> Hsap\LDHAL6B <newline> Hsap\MDH1B <newline> Hsap\LDHB <newline> Hsap\UEVLD <newline> Hsap\LDHC <newline> Hsap\MDH1 <newline> Hsap\LDHA
FBgn0036568	Hsap\ATP5F1B <newline> Hsap\KDM6B <newline> Hsap\JARID2 <newline> Hsap\KDM5B <newline> Hsap\KDM5C <newline> Hsap\KDM6A <newline> Hsap\KDM5A
FBgn0036762	Hsap\DLD <newline> Hsap\TXNRD2 <newline> Hsap\GSR <newline> Hsap\TXNRD1 <newline> Hsap\TXNRD3 <newline> Hsap\EID3
FBgn0036784	Hsap\TKTL2 <newline> Hsap\TKTL1 <newline> Hsap\TKT
FBgn0037064	Hsap\IMPA2 <newline> Hsap\IMPAD1 <newline> Hsap\IMPA1
FBgn0037643	Hsap\SUCLA2 <newline> Hsap\ACLY <newline> Hsap\SUCLG2
FBgn0037726	
FBgn0037862	Hsap\ACO2 <newline> Hsap\IREB2 <newline> Hsap\ACO1 <newline> Hsap\CFTR
FBgn0037891	Hsap\DLST <newline> Hsap\PDHX <newline> Hsap\DLAT <newline> Hsap\DBT
FBgn0037962	Hsap\DNALI1
FBgn0037988	Hsap\CS
FBgn0038163	-
FBgn0038208	Hsap\KRT14 <newline> Hsap\KRT20 <newline> Hsap\KRT37 <newline> Hsap\KRT32 <newline> Hsap\KRT13 <newline> Hsap\KRT38 <newline> Hsap\KRT9 <newline> Hsap\KRT12 <newline> Hsap\KRT15 <newline> Hsap\KRT24 <newline> Hsap\KRT10 <newline> Hsap\KRT16 <newline> Hsap\KRT27 <newline> Hsap\KRT28 <newline> Hsap\KRT17 <newline> Hsap\KRT25 <newline> Hsap\KRT2 <newline> Hsap\KRT36 <newline> Hsap\KRT19 <newline> Hsap\KRT35 <newline> Hsap\KRT34
FBgn0038271	Hsap\PMPCB <newline> Hsap\UQCRC1 <newline> Hsap\UQCRC2 <newline> Hsap\PMPCA
FBgn0038373	Hsap\CKMT2 <newline> Hsap\CKB <newline> Hsap\CKMT1A <newline> Hsap\CKMT1B <newline> Hsap\CKM <newline> Hsap\CCN6 <newline> Hsap\MYCBP
FBgn0038486	Hsap\CRAT <newline> Hsap\CHAT <newline> Hsap\CHKB <newline> Hsap\CPT2 <newline> Hsap\CROT <newline> Hsap\LTF <newline> Hsap\CPT1A <newline> Hsap\CPT1C <newline> Hsap\CPT1B
FBgn0038706	-
FBgn0038708	Hsap\SUCLG1
FBgn0038921	Hsap\THEG <newline> Hsap\THEGL
FBgn0038922	Hsap\IDH3B <newline> Hsap\IDH3G <newline> Hsap\IDH3A
FBgn0038952	Hsap\PKM <newline> Hsap\PKLR
FBgn0039071	Hsap\GLUD1 <newline> Hsap\GLUD2
FBgn0039104	Hsap\ODF3L2 <newline> Hsap\ODF3L1 <newline> Hsap\ODF3 <newline> Hsap\ODF3B <newline> Hsap\STPG3
FBgn0039425	Hsap\ALDOA <newline> Hsap\LOC112694756 <newline> Hsap\ALDOB <newline> Hsap\ALDOC <newline> Hsap\FFAR2
FBgn0039635	Hsap\PDHB <newline> Hsap\BCKDHB
FBgn0039651	Hsap\CYC1
FBgn0039799	Hsap\AK8 <newline> Hsap\AK9 <newline> Hsap\AK4 <newline> Hsap\AK3
FBgn0042094	Hsap\AK3 <newline> Hsap\AK7 <newline> Hsap\AK8 <newline> Hsap\AK5 <newline> Hsap\AK2 <newline> Hsap\CMPK1 <newline> Hsap\AK1 <newline> Hsap\AK4 <newline> Hsap\AK9 <newline> Hsap\LOC390877
FBgn0042710	Hsap\HKDC1 <newline> Hsap\GCK <newline> Hsap\HK1 <newline> Hsap\HK2 <newline> Hsap\HK3 <newline> Hsap\FGFR1
FBgn0043854	-
FBgn0045770	Hsap\LAP3 <newline> Hsap\NPEPL1
FBgn0050278	Hsap\SLCO4A1 <newline> Hsap\SLCO1B1 <newline> Hsap\SLCO5A1 <newline> Hsap\SLCO1B3 <newline> Hsap\SLCO2B1 <newline> Hsap\SLCO1A2 <newline> Hsap\SLCO4C1 <newline> Hsap\SLCO2A1 <newline> Hsap\SLCO3A1 <newline> Hsap\SLCO1B7 <newline> Hsap\SLCO6A1 <newline> Hsap\SLCO1C1
FBgn0051025	Hsap\KRT14 <newline> Hsap\KRT20 <newline> Hsap\KRT37 <newline> Hsap\KRT32 <newline> Hsap\KRT13 <newline> Hsap\KRT38 <newline> Hsap\KRT9 <newline> Hsap\KRT12 <newline> Hsap\KRT15 <newline> Hsap\KRT24 <newline> Hsap\KRT10 <newline> Hsap\KRT16 <newline> Hsap\KRT27 <newline> Hsap\KRT28 <newline> Hsap\KRT17 <newline> Hsap\KRT25 <newline> Hsap\KRT2 <newline> Hsap\KRT36 <newline> Hsap\KRT19 <newline> Hsap\KRT35 <newline> Hsap\KRT34
FBgn0051029	Hsap\KRT14 <newline> Hsap\KRT20 <newline> Hsap\KRT37 <newline> Hsap\KRT32 <newline> Hsap\KRT13 <newline> Hsap\KRT38 <newline> Hsap\KRT9 <newline> Hsap\KRT12 <newline> Hsap\KRT15 <newline> Hsap\KRT24 <newline> Hsap\KRT10 <newline> Hsap\KRT16 <newline> Hsap\KRT27 <newline> Hsap\KRT28 <newline> Hsap\KRT17 <newline> Hsap\KRT25 <newline> Hsap\KRT2 <newline> Hsap\KRT36 <newline> Hsap\KRT19 <newline> Hsap\KRT35 <newline> Hsap\KRT34
FBgn0051115	Hsap\MTAP <newline> Hsap\PNP
FBgn0051644	Hsap\COX6C
FBgn0051920	
FBgn0052026	Hsap\IDH3A <newline> Hsap\IDH3G <newline> Hsap\IDH3B
FBgn0052064	Hsap\LAP3 <newline> Hsap\NPEPL1
FBgn0052351	Hsap\LAP3 <newline> Hsap\NPEPL1
FBgn0052436	-
FBgn0052445	Hsap\GALM <newline> Hsap\LFNG <newline> Hsap\MFNG <newline> Hsap\RFNG
FBgn0053340	-
FBgn0053523	Hsap\MOSPD2 <newline> Hsap\VAPA <newline> Hsap\MOSPD1 <newline> Hsap\MOSPD3 <newline> Hsap\VAPB <newline> Hsap\SEC14L3 <newline> Hsap\SEC14L5 <newline> Hsap\SEC14L4 <newline> Hsap\TTPA <newline> Hsap\RLBP1 <newline> Hsap\CLVS2 <newline> Hsap\TTPAL <newline> Hsap\SEC14L1 <newline> Hsap\SEC14L6 <newline> Hsap\CLVS1 <newline> Hsap\SEC14L2
FBgn0069354	Hsap\VDAC3 <newline> Hsap\VDAC2 <newline> Hsap\VDAC1
FBgn0086254	Hsap\AKR1E2 <newline> Hsap\AKR1B1 <newline> Hsap\AKR1D1 <newline> Hsap\AKR1B10 <newline> Hsap\GCLM <newline> Hsap\AKR1A1 <newline> Hsap\AKR1C4 <newline> Hsap\AKR1C3 <newline> Hsap\AKR1C2 <newline> Hsap\AKR1C1 <newline> Hsap\AKR1B15 <newline> Hsap\AKR1C8P
FBgn0086906	Hsap\IGFN1 <newline> Hsap\SPEG <newline> Hsap\FNDC3B <newline> Hsap\EGFLAM <newline> Hsap\MYOM1 <newline> Hsap\MYLK <newline> Hsap\OBSL1 <newline> Hsap\IGSF22 <newline> Hsap\OBSCN <newline> Hsap\TTN <newline> Hsap\NEFM <newline> Hsap\VWF <newline> Hsap\CRIM1 <newline> Hsap\BMPER <newline> Hsap\FRAS1 <newline> Hsap\VWCE <newline> Hsap\NDP <newline> Hsap\VIT <newline> Hsap\TECTA <newline> Hsap\COCH <newline> Hsap\OTOG <newline> Hsap\OTOGL <newline> Hsap\MUC6 <newline> Hsap\MUC5B <newline> Hsap\KCP <newline> Hsap\ZAN <newline> Hsap\FCGBP <newline> Hsap\MUC5AC <newline> Hsap\CD22 <newline> Hsap\CFP <newline> Hsap\HMCN1 <newline> Hsap\SIGLEC1 <newline> Hsap\VWA7 <newline> Hsap\MAG <newline> Hsap\PTK7 <newline> Hsap\HMCN2 <newline> Hsap\MYBPC3 <newline> Hsap\FGFRL1
FBgn0250814	Hsap\PMPCA <newline> Hsap\UQCRC1 <newline> Hsap\PMPCB <newline> Hsap\UQCRC2
FBgn0259795	Hsap\LAP3 <newline> Hsap\NPEPL1
FBgn0261015	Hsap\JAKMIP2 <newline> Hsap\JAKMIP3 <newline> Hsap\JAKMIP1
FBgn0261439	Hsap\SDHA
FBgn0261836	Hsap\CLMN <newline> Hsap\EVPL <newline> Hsap\DST <newline> Hsap\PLEC <newline> Hsap\PPL <newline> Hsap\SYNE2 <newline> Hsap\MACF1 <newline> Hsap\SYNE1 <newline> Hsap\DSP <newline> Hsap\EVPLL <newline> Hsap\GAS2 <newline> Hsap\GAS2L3 <newline> Hsap\GAS2L2 <newline> Hsap\GAS2L1 <newline> Hsap\EPPK1 <newline> Hsap\SYNE3
FBgn0003132	Hsap\PPP1CC <newline> Hsap\PPP1CA <newline> Hsap\PPP5C <newline> Hsap\PPP2CB <newline> Hsap\PPP4C <newline> Hsap\PPEF2 <newline> Hsap\PPEF1 <newline> Hsap\PPP3CB <newline> Hsap\PPP3CA <newline> Hsap\PPP1CB <newline> Hsap\PPP3CC <newline> Hsap\PPP6C <newline> Hsap\PPP2CA <newline> Hsap\PPP5D1
FBgn0010741	Hsap\PFDN2 <newline> Hsap\PRL
FBgn0011569	Hsap\TAF5 <newline> Hsap\TAF5L <newline> Hsap\WDR78
FBgn0011785	Hsap\PHIP <newline> Hsap\BRWD1 <newline> Hsap\BRWD3
FBgn0019830	Hsap\SLC25A20 <newline> Hsap\SLC25A45 <newline> Hsap\SLC25A48 <newline> Hsap\LOC107986453 <newline> Hsap\SLC25A2 <newline> Hsap\SLC25A15 <newline> Hsap\SLC25A47 <newline> Hsap\SLC25A29
FBgn0023511	Hsap\EDEM1 <newline> Hsap\EDEM2 <newline> Hsap\MMP24-AS1-EDEM2 <newline> Hsap\EDEM3
FBgn0026577	Hsap\RSF1 <newline> Hsap\CECR2 <newline> Hsap\PHF10
FBgn0027794	Hsap\LRPPRC
FBgn0028421	Hsap\KIFAP3
